filename	 score	 
Specs_58.pdbqt	 32420.76689213439	 
Specs_22.pdbqt	 17808.962872280845	 
Specs_95.pdbqt	 9153.292038121448	 
Specs_15.pdbqt	 4257.522791430113	 
Specs_20.pdbqt	 3195.6347310006877	 
Specs_105.pdbqt	 3151.1548141802195	 
Specs_99.pdbqt	 2252.683446901692	 
Specs_102.pdbqt	 1361.5882940939657	 
Specs_93.pdbqt	 973.3661443093963	 
Specs_1.pdbqt	 695.8356318112968	 
