id,ligand,receptor,PKa
1008,Specs_3286.pdbqt,10341.pdbqt,2664.3112221601245
1009,Specs_26056.pdbqt,10341.pdbqt,27923.635584104093
1010,Specs_23702.pdbqt,10341.pdbqt,3726.9582398412513
1011,Specs_21277.pdbqt,10341.pdbqt,27923.635584104093
1012,Specs_3399.pdbqt,10341.pdbqt,1610.3882580155184
1013,Specs_9695.pdbqt,10341.pdbqt,10201.481447637932
1014,Specs_5974.pdbqt,10341.pdbqt,5213.436630822327
1015,Specs_21640.pdbqt,10341.pdbqt,19961.923601646595
1016,Specs_17078.pdbqt,10341.pdbqt,3151.1548141802195
1017,Specs_19472.pdbqt,10341.pdbqt,27923.635584104093
1018,Specs_15235.pdbqt,10341.pdbqt,1904.6508792732627
1019,Specs_16010.pdbqt,10341.pdbqt,8625.384376956097
1020,Specs_25220.pdbqt,10341.pdbqt,54640.05233663085
1021,Specs_22814.pdbqt,10341.pdbqt,19961.923601646595
1022,Specs_16879.pdbqt,10341.pdbqt,23609.520965282318
1023,Specs_5503.pdbqt,10341.pdbqt,3151.1548141802195
1024,Specs_20849.pdbqt,10341.pdbqt,8625.384376956097
1025,Specs_13268.pdbqt,10341.pdbqt,27923.635584104093
1026,Specs_14385.pdbqt,10341.pdbqt,12065.575188108609
1027,Specs_14445.pdbqt,10341.pdbqt,5213.436630822327
1028,Specs_12321.pdbqt,10341.pdbqt,12065.575188108609
1029,Specs_14162.pdbqt,10341.pdbqt,6166.0761704557235
1030,Specs_9178.pdbqt,10341.pdbqt,6166.0761704557235
1031,Specs_15474.pdbqt,10341.pdbqt,46198.33464379458
1032,Specs_9895.pdbqt,10341.pdbqt,1610.3882580155184
1033,Specs_25945.pdbqt,10341.pdbqt,3726.9582398412513
1034,Specs_22273.pdbqt,10341.pdbqt,6166.0761704557235
1035,Specs_15910.pdbqt,10341.pdbqt,3726.9582398412513
1036,Specs_16016.pdbqt,10341.pdbqt,1904.6508792732627
1037,Specs_1768.pdbqt,10341.pdbqt,8625.384376956097
1038,Specs_2365.pdbqt,10341.pdbqt,7292.789388688664
1039,Specs_7056.pdbqt,10341.pdbqt,16877.86865578235
1040,Specs_3024.pdbqt,10341.pdbqt,3726.9582398412513
1041,Specs_4696.pdbqt,10341.pdbqt,5213.436630822327
1042,Specs_9703.pdbqt,10341.pdbqt,7292.789388688664
1043,Specs_23729.pdbqt,10341.pdbqt,5213.436630822327
1044,Specs_17540.pdbqt,10341.pdbqt,64624.306100410024
1045,Specs_3344.pdbqt,10341.pdbqt,3151.1548141802195
1046,Specs_13604.pdbqt,10341.pdbqt,8625.384376956097
1047,Specs_23911.pdbqt,10341.pdbqt,12065.575188108609
1048,Specs_9268.pdbqt,10341.pdbqt,8625.384376956097
1049,Specs_22474.pdbqt,10341.pdbqt,6166.0761704557235
1050,Specs_4466.pdbqt,10341.pdbqt,3151.1548141802195
1051,Specs_1881.pdbqt,10341.pdbqt,27923.635584104093
1052,Specs_12004.pdbqt,10341.pdbqt,4407.976929287794
1053,Specs_27027.pdbqt,10341.pdbqt,3151.1548141802195
1054,Specs_25757.pdbqt,10341.pdbqt,8625.384376956097
1055,Specs_22023.pdbqt,10341.pdbqt,6166.0761704557235
1056,Specs_18631.pdbqt,10341.pdbqt,5213.436630822327
1057,Specs_7931.pdbqt,10341.pdbqt,8625.384376956097
1058,Specs_2673.pdbqt,10341.pdbqt,27923.635584104093
1059,Specs_2457.pdbqt,10341.pdbqt,4407.976929287794
1060,Specs_8860.pdbqt,10341.pdbqt,4407.976929287794
1061,Specs_23267.pdbqt,10341.pdbqt,16877.86865578235
1062,Specs_23697.pdbqt,10341.pdbqt,10201.481447637932
1063,Specs_21685.pdbqt,10341.pdbqt,16877.86865578235
1064,Specs_26502.pdbqt,10341.pdbqt,14270.290581532105
1065,Specs_25293.pdbqt,10341.pdbqt,23609.520965282318
1066,Specs_10840.pdbqt,10341.pdbqt,3726.9582398412513
1067,Specs_10497.pdbqt,10341.pdbqt,16877.86865578235
1068,Specs_5294.pdbqt,10341.pdbqt,14270.290581532105
1069,Specs_16254.pdbqt,10341.pdbqt,14270.290581532105
1070,Specs_12430.pdbqt,10341.pdbqt,19961.923601646595
1071,Specs_24753.pdbqt,10341.pdbqt,19961.923601646595
1072,Specs_15118.pdbqt,10341.pdbqt,8625.384376956097
1073,Specs_14576.pdbqt,10341.pdbqt,64624.306100410024
1074,Specs_3640.pdbqt,10341.pdbqt,5213.436630822327
1075,Specs_24151.pdbqt,10341.pdbqt,6166.0761704557235
1076,Specs_26532.pdbqt,10341.pdbqt,14270.290581532105
1077,Specs_13611.pdbqt,10341.pdbqt,10201.481447637932
1078,Specs_22925.pdbqt,10341.pdbqt,5213.436630822327
1079,Specs_9142.pdbqt,10341.pdbqt,10201.481447637932
1080,Specs_9039.pdbqt,10341.pdbqt,23609.520965282318
1081,Specs_8268.pdbqt,10341.pdbqt,4407.976929287794
1082,Specs_14983.pdbqt,10341.pdbqt,822.9841104233147
1083,Specs_19439.pdbqt,10341.pdbqt,4407.976929287794
1084,Specs_13953.pdbqt,10341.pdbqt,7292.789388688664
1085,Specs_24380.pdbqt,10341.pdbqt,8625.384376956097
1086,Specs_8352.pdbqt,10341.pdbqt,16877.86865578235
1087,Specs_13576.pdbqt,10341.pdbqt,27923.635584104093
1088,Specs_14041.pdbqt,10341.pdbqt,2664.3112221601245
1089,Specs_27615.pdbqt,10341.pdbqt,1151.2271487239407
1090,Specs_26211.pdbqt,10341.pdbqt,7292.789388688664
1091,Specs_7611.pdbqt,10341.pdbqt,126454.71815120573
1092,Specs_19795.pdbqt,10341.pdbqt,76432.96007898776
1093,Specs_1483.pdbqt,10341.pdbqt,8625.384376956097
1094,Specs_16883.pdbqt,10341.pdbqt,1904.6508792732627
1095,Specs_10344.pdbqt,10341.pdbqt,16877.86865578235
1096,Specs_13771.pdbqt,10341.pdbqt,27923.635584104093
1097,Specs_1898.pdbqt,10341.pdbqt,27923.635584104093
1098,Specs_7726.pdbqt,10341.pdbqt,4407.976929287794
1099,Specs_4864.pdbqt,10341.pdbqt,5213.436630822327
1100,Specs_19339.pdbqt,10341.pdbqt,64624.306100410024
1101,Specs_18948.pdbqt,10341.pdbqt,7292.789388688664
1102,Specs_19753.pdbqt,10341.pdbqt,3151.1548141802195
1103,Specs_6509.pdbqt,10341.pdbqt,6166.0761704557235
1104,Specs_27924.pdbqt,10341.pdbqt,54640.05233663085
1105,Specs_24298.pdbqt,10341.pdbqt,33026.05865576149
1106,Specs_20791.pdbqt,10341.pdbqt,2252.683446901692
1107,Specs_11678.pdbqt,10341.pdbqt,27923.635584104093
1108,Specs_3681.pdbqt,10341.pdbqt,5213.436630822327
1109,Specs_5902.pdbqt,10341.pdbqt,14270.290581532105
1110,Specs_24001.pdbqt,10341.pdbqt,64624.306100410024
1111,Specs_9413.pdbqt,10341.pdbqt,27923.635584104093
1112,Specs_26374.pdbqt,10341.pdbqt,14270.290581532105
1113,Specs_10033.pdbqt,10341.pdbqt,12065.575188108609
1114,Specs_26685.pdbqt,10341.pdbqt,5213.436630822327
1115,Specs_7395.pdbqt,10341.pdbqt,4407.976929287794
1116,Specs_682.pdbqt,10341.pdbqt,2664.3112221601245
1117,Specs_17152.pdbqt,10341.pdbqt,3726.9582398412513
1118,Specs_12742.pdbqt,10341.pdbqt,39060.83600928755
1119,Specs_15327.pdbqt,10341.pdbqt,2664.3112221601245
1120,Specs_25994.pdbqt,10341.pdbqt,16877.86865578235
1121,Specs_25364.pdbqt,10341.pdbqt,39060.83600928755
1122,Specs_27572.pdbqt,10341.pdbqt,14270.290581532105
1123,Specs_14738.pdbqt,10341.pdbqt,3726.9582398412513
1124,Specs_24135.pdbqt,10341.pdbqt,4407.976929287794
1125,Specs_11872.pdbqt,10341.pdbqt,6166.0761704557235
1126,Specs_20271.pdbqt,10341.pdbqt,2664.3112221601245
1127,Specs_20301.pdbqt,10341.pdbqt,209213.3514935914
1128,Specs_13668.pdbqt,10341.pdbqt,6166.0761704557235
1129,Specs_76.pdbqt,10341.pdbqt,2664.3112221601245
1130,Specs_2243.pdbqt,10341.pdbqt,6166.0761704557235
1131,Specs_10930.pdbqt,10341.pdbqt,2252.683446901692
1132,Specs_64.pdbqt,10341.pdbqt,2664.3112221601245
1133,Specs_15309.pdbqt,10341.pdbqt,5213.436630822327
1134,Specs_22352.pdbqt,10341.pdbqt,10201.481447637932
1135,Specs_24125.pdbqt,10341.pdbqt,19961.923601646595
1136,Specs_6923.pdbqt,10341.pdbqt,1151.2271487239407
1137,Specs_25543.pdbqt,10341.pdbqt,16877.86865578235
1138,Specs_8055.pdbqt,10341.pdbqt,16877.86865578235
1139,Specs_26507.pdbqt,10341.pdbqt,27923.635584104093
1140,Specs_7404.pdbqt,10341.pdbqt,14270.290581532105
1141,Specs_15518.pdbqt,10341.pdbqt,14270.290581532105
1142,Specs_1975.pdbqt,10341.pdbqt,3151.1548141802195
1143,Specs_22019.pdbqt,10341.pdbqt,8625.384376956097
1144,Specs_20762.pdbqt,10341.pdbqt,4407.976929287794
1145,Specs_26289.pdbqt,10341.pdbqt,3151.1548141802195
1146,Specs_13407.pdbqt,10341.pdbqt,23609.520965282318
1147,Specs_4435.pdbqt,10341.pdbqt,46198.33464379458
1148,Specs_160.pdbqt,10341.pdbqt,23609.520965282318
1149,Specs_17691.pdbqt,10341.pdbqt,3726.9582398412513
1150,Specs_4791.pdbqt,10341.pdbqt,27923.635584104093
1151,Specs_20130.pdbqt,10341.pdbqt,8625.384376956097
1152,Specs_10972.pdbqt,10341.pdbqt,1904.6508792732627
1153,Specs_14921.pdbqt,10341.pdbqt,3151.1548141802195
1154,Specs_4018.pdbqt,10341.pdbqt,1151.2271487239407
1155,Specs_22881.pdbqt,10341.pdbqt,7292.789388688664
1156,Specs_18010.pdbqt,10341.pdbqt,16877.86865578235
1157,Specs_1480.pdbqt,10341.pdbqt,3726.9582398412513
1158,Specs_10055.pdbqt,10341.pdbqt,6166.0761704557235
1159,Specs_9481.pdbqt,10341.pdbqt,6166.0761704557235
1160,Specs_14623.pdbqt,10341.pdbqt,7292.789388688664
1161,Specs_2364.pdbqt,10341.pdbqt,10201.481447637932
1162,Specs_10962.pdbqt,10341.pdbqt,3151.1548141802195
1163,Specs_12415.pdbqt,10341.pdbqt,8625.384376956097
1164,Specs_725.pdbqt,10341.pdbqt,8625.384376956097
1165,Specs_5971.pdbqt,10341.pdbqt,3726.9582398412513
1166,Specs_20560.pdbqt,10341.pdbqt,1610.3882580155184
1167,Specs_20679.pdbqt,10341.pdbqt,10201.481447637932
1168,Specs_19005.pdbqt,10341.pdbqt,12065.575188108609
1169,Specs_6251.pdbqt,10341.pdbqt,7292.789388688664
1170,Specs_27694.pdbqt,10341.pdbqt,19961.923601646595
1171,Specs_18109.pdbqt,10341.pdbqt,14270.290581532105
1172,Specs_2136.pdbqt,10341.pdbqt,3151.1548141802195
1173,Specs_1158.pdbqt,10341.pdbqt,2252.683446901692
1174,Specs_2217.pdbqt,10341.pdbqt,10201.481447637932
1175,Specs_10638.pdbqt,10341.pdbqt,2252.683446901692
1176,Specs_19601.pdbqt,10341.pdbqt,46198.33464379458
1177,Specs_18761.pdbqt,10341.pdbqt,7292.789388688664
1178,Specs_23805.pdbqt,10341.pdbqt,973.3661443093963
1179,Specs_18797.pdbqt,10341.pdbqt,6166.0761704557235
1180,Specs_17873.pdbqt,10341.pdbqt,76432.96007898776
1181,Specs_12612.pdbqt,10341.pdbqt,23609.520965282318
1182,Specs_15007.pdbqt,10341.pdbqt,6166.0761704557235
1183,Specs_8895.pdbqt,10341.pdbqt,6166.0761704557235
1184,Specs_8965.pdbqt,10341.pdbqt,1610.3882580155184
1185,Specs_24360.pdbqt,10341.pdbqt,27923.635584104093
1186,Specs_15625.pdbqt,10341.pdbqt,2664.3112221601245
1187,Specs_18574.pdbqt,10341.pdbqt,54640.05233663085
1188,Specs_7698.pdbqt,10341.pdbqt,2664.3112221601245
1189,Specs_18783.pdbqt,10341.pdbqt,10201.481447637932
1190,Specs_22996.pdbqt,10341.pdbqt,39060.83600928755
1191,Specs_21855.pdbqt,10341.pdbqt,1610.3882580155184
1192,Specs_20443.pdbqt,10341.pdbqt,2664.3112221601245
1193,Specs_10237.pdbqt,10341.pdbqt,23609.520965282318
1194,Specs_28319.pdbqt,10341.pdbqt,23609.520965282318
1195,Specs_19071.pdbqt,10341.pdbqt,19961.923601646595
1196,Specs_23841.pdbqt,10341.pdbqt,1904.6508792732627
1197,Specs_4282.pdbqt,10341.pdbqt,3151.1548141802195
1198,Specs_15722.pdbqt,10341.pdbqt,2664.3112221601245
1199,Specs_7244.pdbqt,10341.pdbqt,2664.3112221601245
1200,Specs_13270.pdbqt,10341.pdbqt,54640.05233663085
1201,Specs_25195.pdbqt,10341.pdbqt,2252.683446901692
1202,Specs_6614.pdbqt,10341.pdbqt,4407.976929287794
1203,Specs_17142.pdbqt,10341.pdbqt,12065.575188108609
1204,Specs_23944.pdbqt,10341.pdbqt,19961.923601646595
1205,Specs_23630.pdbqt,10341.pdbqt,27923.635584104093
1206,Specs_3971.pdbqt,10341.pdbqt,2664.3112221601245
1207,Specs_5833.pdbqt,10341.pdbqt,23609.520965282318
1208,Specs_12257.pdbqt,10341.pdbqt,4407.976929287794
1209,Specs_12025.pdbqt,10341.pdbqt,27923.635584104093
1210,Specs_27664.pdbqt,10341.pdbqt,19961.923601646595
1211,Specs_18.pdbqt,10341.pdbqt,14270.290581532105
1212,Specs_16969.pdbqt,10341.pdbqt,23609.520965282318
1213,Specs_5286.pdbqt,10341.pdbqt,5213.436630822327
1214,Specs_26759.pdbqt,10341.pdbqt,5213.436630822327
1215,Specs_12800.pdbqt,10341.pdbqt,90399.38281672397
1216,Specs_27638.pdbqt,10341.pdbqt,6166.0761704557235
1217,Specs_1841.pdbqt,10341.pdbqt,5213.436630822327
1218,Specs_2116.pdbqt,10341.pdbqt,3726.9582398412513
1219,Specs_21769.pdbqt,10341.pdbqt,19961.923601646595
1220,Specs_24881.pdbqt,10341.pdbqt,6166.0761704557235
1221,Specs_13234.pdbqt,10341.pdbqt,23609.520965282318
1222,Specs_14334.pdbqt,10341.pdbqt,8625.384376956097
1223,Specs_4128.pdbqt,10341.pdbqt,6166.0761704557235
1224,Specs_18931.pdbqt,10341.pdbqt,4407.976929287794
1225,Specs_117.pdbqt,10341.pdbqt,12065.575188108609
1226,Specs_23857.pdbqt,10341.pdbqt,39060.83600928755
1227,Specs_5959.pdbqt,10341.pdbqt,8625.384376956097
1228,Specs_23817.pdbqt,10341.pdbqt,54640.05233663085
1229,Specs_17162.pdbqt,10341.pdbqt,3151.1548141802195
1230,Specs_3446.pdbqt,10341.pdbqt,12065.575188108609
1231,Specs_20828.pdbqt,10341.pdbqt,2664.3112221601245
1232,Specs_18294.pdbqt,10341.pdbqt,7292.789388688664
1233,Specs_11143.pdbqt,10341.pdbqt,5213.436630822327
1234,Specs_23667.pdbqt,10341.pdbqt,973.3661443093963
1235,Specs_18398.pdbqt,10341.pdbqt,3726.9582398412513
1236,Specs_24175.pdbqt,10341.pdbqt,10201.481447637932
1237,Specs_19009.pdbqt,10341.pdbqt,10201.481447637932
1238,Specs_13643.pdbqt,10341.pdbqt,33026.05865576149
1239,Specs_19999.pdbqt,10341.pdbqt,5213.436630822327
1240,Specs_14209.pdbqt,10341.pdbqt,10201.481447637932
1241,Specs_11111.pdbqt,10341.pdbqt,23609.520965282318
1242,Specs_18196.pdbqt,10341.pdbqt,6166.0761704557235
1243,Specs_6265.pdbqt,10341.pdbqt,14270.290581532105
1244,Specs_26282.pdbqt,10341.pdbqt,4407.976929287794
1245,Specs_12238.pdbqt,10341.pdbqt,14270.290581532105
1246,Specs_13947.pdbqt,10341.pdbqt,12065.575188108609
1247,Specs_4352.pdbqt,10341.pdbqt,1904.6508792732627
1248,Specs_1047.pdbqt,10341.pdbqt,1361.5882940939657
1249,Specs_18083.pdbqt,10341.pdbqt,2252.683446901692
1250,Specs_14282.pdbqt,10341.pdbqt,8625.384376956097
1251,Specs_19105.pdbqt,10341.pdbqt,7292.789388688664
1252,Specs_10130.pdbqt,10341.pdbqt,6166.0761704557235
1253,Specs_19565.pdbqt,10341.pdbqt,8625.384376956097
1254,Specs_5160.pdbqt,10341.pdbqt,54640.05233663085
1255,Specs_17235.pdbqt,10341.pdbqt,3726.9582398412513
1256,Specs_6299.pdbqt,10341.pdbqt,46198.33464379458
1257,Specs_12461.pdbqt,10341.pdbqt,5213.436630822327
1258,Specs_21672.pdbqt,10341.pdbqt,3726.9582398412513
1259,Specs_14782.pdbqt,10341.pdbqt,4407.976929287794
1260,Specs_28006.pdbqt,10341.pdbqt,5213.436630822327
1261,Specs_12664.pdbqt,10341.pdbqt,6166.0761704557235
1262,Specs_8083.pdbqt,10341.pdbqt,27923.635584104093
1263,Specs_15254.pdbqt,10341.pdbqt,6166.0761704557235
1264,Specs_21009.pdbqt,10341.pdbqt,10201.481447637932
1265,Specs_22259.pdbqt,10341.pdbqt,6166.0761704557235
1266,Specs_4255.pdbqt,10341.pdbqt,6166.0761704557235
1267,Specs_14182.pdbqt,10341.pdbqt,23609.520965282318
1268,Specs_5140.pdbqt,10341.pdbqt,14270.290581532105
1269,Specs_6722.pdbqt,10341.pdbqt,973.3661443093963
1270,Specs_23343.pdbqt,10341.pdbqt,2664.3112221601245
1271,Specs_18326.pdbqt,10341.pdbqt,126454.71815120573
1272,Specs_2648.pdbqt,10341.pdbqt,5213.436630822327
1273,Specs_920.pdbqt,10341.pdbqt,14270.290581532105
1274,Specs_11203.pdbqt,10341.pdbqt,3726.9582398412513
1275,Specs_20609.pdbqt,10341.pdbqt,3726.9582398412513
1276,Specs_20108.pdbqt,10341.pdbqt,14270.290581532105
1277,Specs_3753.pdbqt,10341.pdbqt,2664.3112221601245
1278,Specs_15852.pdbqt,10341.pdbqt,2664.3112221601245
1279,Specs_9959.pdbqt,10341.pdbqt,46198.33464379458
1280,Specs_23701.pdbqt,10341.pdbqt,7292.789388688664
1281,Specs_18534.pdbqt,10341.pdbqt,64624.306100410024
1282,Specs_10218.pdbqt,10341.pdbqt,3726.9582398412513
1283,Specs_7675.pdbqt,10341.pdbqt,1151.2271487239407
1284,Specs_25614.pdbqt,10341.pdbqt,27923.635584104093
1285,Specs_9504.pdbqt,10341.pdbqt,3726.9582398412513
1286,Specs_26002.pdbqt,10341.pdbqt,46198.33464379458
1287,Specs_15340.pdbqt,10341.pdbqt,1610.3882580155184
1288,Specs_19922.pdbqt,10341.pdbqt,33026.05865576149
1289,Specs_24863.pdbqt,10341.pdbqt,12065.575188108609
1290,Specs_9664.pdbqt,10341.pdbqt,10201.481447637932
1291,Specs_7528.pdbqt,10341.pdbqt,1904.6508792732627
1292,Specs_13844.pdbqt,10341.pdbqt,7292.789388688664
1293,Specs_20777.pdbqt,10341.pdbqt,16877.86865578235
1294,Specs_6427.pdbqt,10341.pdbqt,19961.923601646595
1295,Specs_7146.pdbqt,10341.pdbqt,7292.789388688664
1296,Specs_26547.pdbqt,10341.pdbqt,12065.575188108609
1297,Specs_1534.pdbqt,10341.pdbqt,3726.9582398412513
1298,Specs_23610.pdbqt,10341.pdbqt,23609.520965282318
1299,Specs_12642.pdbqt,10341.pdbqt,39060.83600928755
1300,Specs_1861.pdbqt,10341.pdbqt,12065.575188108609
1301,Specs_26039.pdbqt,10341.pdbqt,46198.33464379458
1302,Specs_14836.pdbqt,10341.pdbqt,8625.384376956097
1303,Specs_2081.pdbqt,10341.pdbqt,8625.384376956097
1304,Specs_23712.pdbqt,10341.pdbqt,3726.9582398412513
1305,Specs_981.pdbqt,10341.pdbqt,4407.976929287794
1306,Specs_11693.pdbqt,10341.pdbqt,209213.3514935914
1307,Specs_10916.pdbqt,10341.pdbqt,10201.481447637932
1308,Specs_12209.pdbqt,10341.pdbqt,3726.9582398412513
1309,Specs_14909.pdbqt,10341.pdbqt,1610.3882580155184
1310,Specs_19567.pdbqt,10341.pdbqt,3726.9582398412513
1311,Specs_19055.pdbqt,10341.pdbqt,7292.789388688664
1312,Specs_19274.pdbqt,10341.pdbqt,6166.0761704557235
1313,Specs_25544.pdbqt,10341.pdbqt,5213.436630822327
1314,Specs_20184.pdbqt,10341.pdbqt,10201.481447637932
1315,Specs_25118.pdbqt,10341.pdbqt,5213.436630822327
1316,Specs_26872.pdbqt,10341.pdbqt,3726.9582398412513
1317,Specs_14338.pdbqt,10341.pdbqt,6166.0761704557235
1318,Specs_21116.pdbqt,10341.pdbqt,7292.789388688664
1319,Specs_13.pdbqt,10341.pdbqt,822.9841104233147
1320,Specs_20945.pdbqt,10341.pdbqt,6166.0761704557235
1321,Specs_24353.pdbqt,10341.pdbqt,3726.9582398412513
1322,Specs_1616.pdbqt,10341.pdbqt,420.5835720908044
1323,Specs_5838.pdbqt,10341.pdbqt,1361.5882940939657
1324,Specs_13351.pdbqt,10341.pdbqt,8625.384376956097
1325,Specs_12880.pdbqt,10341.pdbqt,1610.3882580155184
1326,Specs_13875.pdbqt,10341.pdbqt,1610.3882580155184
1327,Specs_11182.pdbqt,10341.pdbqt,10201.481447637932
1328,Specs_25123.pdbqt,10341.pdbqt,3151.1548141802195
1329,Specs_20156.pdbqt,10341.pdbqt,12065.575188108609
1330,Specs_1984.pdbqt,10341.pdbqt,19961.923601646595
1331,Specs_12533.pdbqt,10341.pdbqt,27923.635584104093
1332,Specs_27982.pdbqt,10341.pdbqt,6166.0761704557235
1333,Specs_1550.pdbqt,10341.pdbqt,3151.1548141802195
1334,Specs_18243.pdbqt,10341.pdbqt,8625.384376956097
1335,Specs_23856.pdbqt,10341.pdbqt,46198.33464379458
1336,Specs_26402.pdbqt,10341.pdbqt,19961.923601646595
1337,Specs_3546.pdbqt,10341.pdbqt,12065.575188108609
1338,Specs_20596.pdbqt,10341.pdbqt,6166.0761704557235
1339,Specs_17231.pdbqt,10341.pdbqt,54640.05233663085
1340,Specs_24666.pdbqt,10341.pdbqt,2252.683446901692
1341,Specs_25919.pdbqt,10341.pdbqt,4407.976929287794
1342,Specs_14882.pdbqt,10341.pdbqt,19961.923601646595
1343,Specs_26827.pdbqt,10341.pdbqt,16877.86865578235
1344,Specs_4084.pdbqt,10341.pdbqt,973.3661443093963
1345,Specs_20404.pdbqt,10341.pdbqt,12065.575188108609
1346,Specs_18577.pdbqt,10341.pdbqt,16877.86865578235
1347,Specs_2065.pdbqt,10341.pdbqt,8625.384376956097
1348,Specs_7070.pdbqt,10341.pdbqt,6166.0761704557235
1349,Specs_266.pdbqt,10341.pdbqt,2252.683446901692
1350,Specs_12678.pdbqt,10341.pdbqt,10201.481447637932
1351,Specs_6015.pdbqt,10341.pdbqt,8625.384376956097
1352,Specs_18365.pdbqt,10341.pdbqt,1904.6508792732627
1353,Specs_7384.pdbqt,10341.pdbqt,14270.290581532105
1354,Specs_25703.pdbqt,10341.pdbqt,3726.9582398412513
1355,Specs_2210.pdbqt,10341.pdbqt,10201.481447637932
1356,Specs_17182.pdbqt,10341.pdbqt,8625.384376956097
1357,Specs_3401.pdbqt,10341.pdbqt,7292.789388688664
1358,Specs_12164.pdbqt,10341.pdbqt,8625.384376956097
1359,Specs_12137.pdbqt,10341.pdbqt,19961.923601646595
1360,Specs_264.pdbqt,10341.pdbqt,1151.2271487239407
1361,Specs_25874.pdbqt,10341.pdbqt,27923.635584104093
1362,Specs_14625.pdbqt,10341.pdbqt,19961.923601646595
1363,Specs_11484.pdbqt,10341.pdbqt,12065.575188108609
1364,Specs_20600.pdbqt,10341.pdbqt,23609.520965282318
1365,Specs_12859.pdbqt,10341.pdbqt,14270.290581532105
1366,Specs_23876.pdbqt,10341.pdbqt,8625.384376956097
1367,Specs_4165.pdbqt,10341.pdbqt,1610.3882580155184
1368,Specs_6530.pdbqt,10341.pdbqt,106917.85854164776
1369,Specs_18357.pdbqt,10341.pdbqt,1151.2271487239407
1370,Specs_25686.pdbqt,10341.pdbqt,19961.923601646595
1371,Specs_6327.pdbqt,10341.pdbqt,2252.683446901692
1372,Specs_18151.pdbqt,10341.pdbqt,16877.86865578235
1373,Specs_28310.pdbqt,10341.pdbqt,14270.290581532105
1374,Specs_5106.pdbqt,10341.pdbqt,2252.683446901692
1375,Specs_8789.pdbqt,10341.pdbqt,10201.481447637932
1376,Specs_27953.pdbqt,10341.pdbqt,12065.575188108609
1377,Specs_5766.pdbqt,10341.pdbqt,4407.976929287794
1378,Specs_19607.pdbqt,10341.pdbqt,4407.976929287794
1379,Specs_3343.pdbqt,10341.pdbqt,3151.1548141802195
1380,Specs_23050.pdbqt,10341.pdbqt,355.60472177855814
1381,Specs_3786.pdbqt,10341.pdbqt,23609.520965282318
1382,Specs_9083.pdbqt,10341.pdbqt,1610.3882580155184
1383,Specs_8609.pdbqt,10341.pdbqt,12065.575188108609
1384,Specs_13487.pdbqt,10341.pdbqt,14270.290581532105
1385,Specs_5504.pdbqt,10341.pdbqt,3151.1548141802195
1386,Specs_28280.pdbqt,10341.pdbqt,8625.384376956097
1387,Specs_1045.pdbqt,10341.pdbqt,1904.6508792732627
1388,Specs_19577.pdbqt,10341.pdbqt,5213.436630822327
1389,Specs_9710.pdbqt,10341.pdbqt,6166.0761704557235
1390,Specs_21593.pdbqt,10341.pdbqt,46198.33464379458
1391,Specs_14771.pdbqt,10341.pdbqt,4407.976929287794
1392,Specs_21378.pdbqt,10341.pdbqt,5213.436630822327
1393,Specs_23163.pdbqt,10341.pdbqt,1904.6508792732627
1394,Specs_16901.pdbqt,10341.pdbqt,3726.9582398412513
1395,Specs_15153.pdbqt,10341.pdbqt,1361.5882940939657
1396,Specs_14654.pdbqt,10341.pdbqt,12065.575188108609
1397,Specs_16479.pdbqt,10341.pdbqt,6166.0761704557235
1398,Specs_6523.pdbqt,10341.pdbqt,33026.05865576149
1399,Specs_10534.pdbqt,10341.pdbqt,12065.575188108609
1400,Specs_9363.pdbqt,10341.pdbqt,14270.290581532105
1401,Specs_22829.pdbqt,10341.pdbqt,10201.481447637932
1402,Specs_27799.pdbqt,10341.pdbqt,1151.2271487239407
1403,Specs_9366.pdbqt,10341.pdbqt,54640.05233663085
1404,Specs_28095.pdbqt,10341.pdbqt,1904.6508792732627
1405,Specs_21423.pdbqt,10341.pdbqt,54640.05233663085
1406,Specs_2103.pdbqt,10341.pdbqt,4407.976929287794
1407,Specs_1531.pdbqt,10341.pdbqt,3726.9582398412513
1408,Specs_532.pdbqt,10341.pdbqt,14270.290581532105
1409,Specs_21709.pdbqt,10341.pdbqt,46198.33464379458
1410,Specs_18138.pdbqt,10341.pdbqt,6166.0761704557235
1411,Specs_2603.pdbqt,10341.pdbqt,1904.6508792732627
1412,Specs_2674.pdbqt,10341.pdbqt,3726.9582398412513
1413,Specs_13086.pdbqt,10341.pdbqt,23609.520965282318
1414,Specs_25103.pdbqt,10341.pdbqt,39060.83600928755
1415,Specs_54.pdbqt,10341.pdbqt,1904.6508792732627
1416,Specs_10642.pdbqt,10341.pdbqt,1904.6508792732627
1417,Specs_20173.pdbqt,10341.pdbqt,106917.85854164776
1418,Specs_21289.pdbqt,10341.pdbqt,39060.83600928755
1419,Specs_9524.pdbqt,10341.pdbqt,3151.1548141802195
1420,Specs_14946.pdbqt,10341.pdbqt,1610.3882580155184
1421,Specs_18309.pdbqt,10341.pdbqt,12065.575188108609
1422,Specs_1904.pdbqt,10341.pdbqt,14270.290581532105
1423,Specs_27986.pdbqt,10341.pdbqt,7292.789388688664
1424,Specs_26242.pdbqt,10341.pdbqt,106917.85854164776
1425,Specs_6645.pdbqt,10341.pdbqt,2664.3112221601245
1426,Specs_985.pdbqt,10341.pdbqt,2664.3112221601245
1427,Specs_28289.pdbqt,10341.pdbqt,2252.683446901692
